Time,Winner,Loser,Result
2026-01-01 17:46:16,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:46:34,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:47:12,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:47:14,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:47:58,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:48:04,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:49:51,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:50:02,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:50:41,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:50:56,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:51:56,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:52:23,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:54:03,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:54:21,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:54:46,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:55:35,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:55:46,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:56:08,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:56:38,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:58:18,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:58:41,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:58:46,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 17:58:57,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:00:21,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:00:37,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:01:25,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:01:26,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:01:37,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:02:37,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:03:02,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:03:15,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:04:29,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:04:50,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:05:11,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:05:44,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:06:30,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:06:45,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:07:43,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:08:31,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:08:43,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:10:07,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:10:07,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:10:33,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:11:03,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:11:51,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:12:07,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:12:18,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:14:35,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:14:36,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:14:42,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:14:46,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:16:39,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:16:47,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:17:57,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:18:32,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:18:46,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:18:46,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:20:11,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:20:55,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:21:13,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:21:57,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:22:34,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:22:36,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:23:22,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:24:26,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:24:58,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:25:13,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:25:20,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:27:11,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:27:13,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:27:29,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:28:51,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:30:15,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:30:19,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:30:45,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:31:07,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:31:34,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:32:30,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:32:42,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:33:37,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:34:43,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:35:23,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:36:14,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:36:35,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:37:04,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:37:27,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:38:25,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:38:36,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:39:04,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:39:37,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:39:41,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:40:07,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:40:30,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:41:38,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:41:43,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:42:14,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:42:20,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:42:45,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:43:18,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:44:34,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:44:39,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:45:18,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:45:46,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:47:31,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:47:44,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:47:52,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:48:28,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:49:38,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:50:17,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:51:13,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:51:54,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:52:14,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:52:25,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:53:54,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:54:28,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:54:42,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:54:55,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:55:36,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:56:58,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:58:28,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:58:30,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:59:02,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 18:59:24,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:00:42,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:01:11,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:01:21,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:01:26,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:02:40,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:02:44,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:03:43,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:03:54,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:24:04,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:24:04,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:24:54,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:24:57,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:26:40,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:27:32,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:27:36,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:27:39,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:29:22,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:29:26,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:30:50,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:31:09,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:31:40,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:31:52,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:32:03,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:34:06,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:34:37,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:35:20,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:35:28,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:35:46,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:37:08,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:37:27,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:38:26,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:38:33,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:40:03,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:40:17,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:40:22,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:41:09,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:41:21,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:42:20,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:42:34,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:42:40,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:43:13,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:43:49,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:44:48,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:44:58,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:45:35,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:46:05,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:46:18,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:47:14,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:47:59,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:48:22,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:49:14,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:49:22,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:50:01,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:50:44,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:51:48,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:52:25,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:52:41,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:53:52,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:53:53,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:55:24,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:55:53,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:55:57,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:55:59,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:57:58,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:58:37,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 19:58:50,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:00:44,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:00:45,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:01:04,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:01:07,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:03:18,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:03:40,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:04:23,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:05:23,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:05:32,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:06:10,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:06:21,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:07:37,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:07:41,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:08:15,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:08:20,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:09:31,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:10:00,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:10:56,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:11:06,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:11:11,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:11:37,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:13:27,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:13:32,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:14:09,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:14:34,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:14:44,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:15:30,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:15:43,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:15:55,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:17:21,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:17:21,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:17:59,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:18:04,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:19:21,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:19:43,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:19:51,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:20:48,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:21:06,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:22:05,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:23:19,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:23:22,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:23:43,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:24:17,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:25:29,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:25:55,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:26:19,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:26:35,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:27:10,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-01 20:30:36,Draw,Draw,Draw
2026-01-01 20:30:37,Draw,Draw,Draw
2026-01-01 20:30:37,Draw,Draw,Draw
2026-01-01 20:30:37,Draw,Draw,Draw
2026-01-01 20:30:42,Draw,Draw,Draw
2026-01-01 20:30:42,Draw,Draw,Draw
2026-01-01 20:30:43,Draw,Draw,Draw
2026-01-01 20:30:43,Draw,Draw,Draw
2026-01-01 20:32:42,Draw,Draw,Draw
2026-01-01 20:32:43,Draw,Draw,Draw
2026-01-01 20:32:43,Draw,Draw,Draw
2026-01-01 20:32:43,Draw,Draw,Draw
2026-01-01 20:42:20,Draw,Draw,Draw
2026-01-01 20:42:20,Draw,Draw,Draw
2026-01-01 20:42:21,Draw,Draw,Draw
2026-01-01 20:42:21,Draw,Draw,Draw
2026-01-01 20:44:26,Draw,Draw,Draw
2026-01-01 20:44:27,Draw,Draw,Draw
2026-01-01 20:44:28,Draw,Draw,Draw
2026-01-01 20:44:29,Draw,Draw,Draw
2026-01-01 20:48:09,Draw,Draw,Draw
2026-01-01 20:48:09,Draw,Draw,Draw
2026-01-01 20:48:11,Draw,Draw,Draw
2026-01-01 20:48:11,Draw,Draw,Draw
2026-01-01 21:02:14,Draw,Draw,Draw
2026-01-01 21:02:14,Draw,Draw,Draw
2026-01-01 21:02:14,Draw,Draw,Draw
2026-01-01 21:02:14,Draw,Draw,Draw
2026-01-01 21:12:24,Draw,Draw,Draw
2026-01-01 21:12:24,Draw,Draw,Draw
2026-01-01 21:12:25,Draw,Draw,Draw
2026-01-01 21:12:26,Draw,Draw,Draw
2026-01-01 21:14:30,Draw,Draw,Draw
2026-01-01 21:14:30,Draw,Draw,Draw
2026-01-01 21:14:31,Draw,Draw,Draw
2026-01-01 21:14:31,Draw,Draw,Draw
2026-01-01 21:16:36,Draw,Draw,Draw
2026-01-01 21:16:37,Draw,Draw,Draw
2026-01-01 21:16:37,Draw,Draw,Draw
2026-01-01 21:16:37,Draw,Draw,Draw
2026-01-08 19:07:29,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-08 19:07:29,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-08 19:07:40,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-08 19:07:40,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-08 19:07:40,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-08 19:07:40,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-08 19:12:26,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-08 19:12:26,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-08 19:12:26,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-08 19:12:26,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-08 19:14:31,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-08 19:14:32,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-08 19:14:32,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
2026-01-08 19:14:32,Stockfish,AntigravityZero,Stockfish beats AntigravityZero
